Career,Category,InterestKeywords,Description,IdealAudience,EntryPaths,CoreSkills,ToolsTech,Roadmap,12WeekPlan
Occupational Therapist,Healthcare & Medicine,"EMR, anatomy, clinical protocols, clinical skills, diagnosis, ethics, evidence-based, patient care, patient safety, public health, safety, treatment","Occupational Therapist focuses on EMR, anatomy, clinical protocols, clinical skills, diagnosis and delivers value through practical projects, collaboration, and measurable outcomes in the Healthcare & Medicine domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Clinical Reasoning, Communication, Teamwork, Documentation, Anatomy/Physiology, Pharmacology, Research Literacy","EMR/EHR, Medical Databases, Simulation Labs, Anki/Flashcards, PPE","Explore: Shadow professionals; confirm motivation and commitment. | Learn: Pre-med/health sciences coursework and certifications. | Practice: Clinical simulations and bedside manner. | Experience: Volunteer/intern in healthcare settings. | Specialize: Choose a track (surgery, pediatrics, dentistry, etc.). | Advance: Research, publish, and pursue residencies/fellowships.","Week 1: Anatomy review and medical terminology. | Week 2: Basic life support certification prep. | Week 3: Shadowing schedule; reflective journaling. | Week 4: Evidence appraisal exercises (PICO). | Week 5: Patient communication role-plays. | Week 6: Clinical skills lab (vitals, history taking). | Week 7: Pharmacology flashcards; med safety checklist. | Week 8: Case studies; SOAP notes. | Week 9: Public health project; community outreach. | Week 10: Ethics scenarios; debriefs. | Week 11: Mock OSCE station practice. | Week 12: Personal statement and application plan."
Medical Lab Technologist,Healthcare & Medicine,"EMR, anatomy, clinical protocols, clinical skills, diagnosis, ethics, evidence-based, patient care, patient safety, public health, safety, treatment","Medical Lab Technologist focuses on EMR, anatomy, clinical protocols, clinical skills, diagnosis and delivers value through practical projects, collaboration, and measurable outcomes in the Healthcare & Medicine domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Clinical Reasoning, Communication, Teamwork, Documentation, Anatomy/Physiology, Pharmacology, Research Literacy","EMR/EHR, Medical Databases, Simulation Labs, Anki/Flashcards, PPE","Explore: Shadow professionals; confirm motivation and commitment. | Learn: Pre-med/health sciences coursework and certifications. | Practice: Clinical simulations and bedside manner. | Experience: Volunteer/intern in healthcare settings. | Specialize: Choose a track (surgery, pediatrics, dentistry, etc.). | Advance: Research, publish, and pursue residencies/fellowships.","Week 1: Anatomy review and medical terminology. | Week 2: Basic life support certification prep. | Week 3: Shadowing schedule; reflective journaling. | Week 4: Evidence appraisal exercises (PICO). | Week 5: Patient communication role-plays. | Week 6: Clinical skills lab (vitals, history taking). | Week 7: Pharmacology flashcards; med safety checklist. | Week 8: Case studies; SOAP notes. | Week 9: Public health project; community outreach. | Week 10: Ethics scenarios; debriefs. | Week 11: Mock OSCE station practice. | Week 12: Personal statement and application plan."
Paramedic/EMT,Healthcare & Medicine,"EMR, anatomy, clinical protocols, clinical skills, diagnosis, ethics, evidence-based, patient care, patient safety, public health, safety, treatment","Paramedic/EMT focuses on EMR, anatomy, clinical protocols, clinical skills, diagnosis and delivers value through practical projects, collaboration, and measurable outcomes in the Healthcare & Medicine domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Clinical Reasoning, Communication, Teamwork, Documentation, Anatomy/Physiology, Pharmacology, Research Literacy","EMR/EHR, Medical Databases, Simulation Labs, Anki/Flashcards, PPE","Explore: Shadow professionals; confirm motivation and commitment. | Learn: Pre-med/health sciences coursework and certifications. | Practice: Clinical simulations and bedside manner. | Experience: Volunteer/intern in healthcare settings. | Specialize: Choose a track (surgery, pediatrics, dentistry, etc.). | Advance: Research, publish, and pursue residencies/fellowships.","Week 1: Anatomy review and medical terminology. | Week 2: Basic life support certification prep. | Week 3: Shadowing schedule; reflective journaling. | Week 4: Evidence appraisal exercises (PICO). | Week 5: Patient communication role-plays. | Week 6: Clinical skills lab (vitals, history taking). | Week 7: Pharmacology flashcards; med safety checklist. | Week 8: Case studies; SOAP notes. | Week 9: Public health project; community outreach. | Week 10: Ethics scenarios; debriefs. | Week 11: Mock OSCE station practice. | Week 12: Personal statement and application plan."
Public Health Analyst,Healthcare & Medicine,"EMR, ETL, SQL, anatomy, clinical protocols, clinical skills, dashboards, diagnosis, ethics, evidence-based, patient care, patient safety, public health, safety, treatment","Public Health Analyst focuses on EMR, ETL, SQL, anatomy, clinical protocols and delivers value through practical projects, collaboration, and measurable outcomes in the Healthcare & Medicine domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Clinical Reasoning, Communication, Teamwork, Documentation, Anatomy/Physiology, Pharmacology, Research Literacy","EMR/EHR, Medical Databases, Simulation Labs, Anki/Flashcards, PPE","Explore: Shadow professionals; confirm motivation and commitment. | Learn: Pre-med/health sciences coursework and certifications. | Practice: Clinical simulations and bedside manner. | Experience: Volunteer/intern in healthcare settings. | Specialize: Choose a track (surgery, pediatrics, dentistry, etc.). | Advance: Research, publish, and pursue residencies/fellowships.","Week 1: Anatomy review and medical terminology. | Week 2: Basic life support certification prep. | Week 3: Shadowing schedule; reflective journaling. | Week 4: Evidence appraisal exercises (PICO). | Week 5: Patient communication role-plays. | Week 6: Clinical skills lab (vitals, history taking). | Week 7: Pharmacology flashcards; med safety checklist. | Week 8: Case studies; SOAP notes. | Week 9: Public health project; community outreach. | Week 10: Ethics scenarios; debriefs. | Week 11: Mock OSCE station practice. | Week 12: Personal statement and application plan."
Epidemiologist,Healthcare & Medicine,"EMR, anatomy, clinical protocols, clinical skills, diagnosis, ethics, evidence-based, patient care, patient safety, public health, safety, treatment","Epidemiologist focuses on EMR, anatomy, clinical protocols, clinical skills, diagnosis and delivers value through practical projects, collaboration, and measurable outcomes in the Healthcare & Medicine domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Clinical Reasoning, Communication, Teamwork, Documentation, Anatomy/Physiology, Pharmacology, Research Literacy","EMR/EHR, Medical Databases, Simulation Labs, Anki/Flashcards, PPE","Explore: Shadow professionals; confirm motivation and commitment. | Learn: Pre-med/health sciences coursework and certifications. | Practice: Clinical simulations and bedside manner. | Experience: Volunteer/intern in healthcare settings. | Specialize: Choose a track (surgery, pediatrics, dentistry, etc.). | Advance: Research, publish, and pursue residencies/fellowships.","Week 1: Anatomy review and medical terminology. | Week 2: Basic life support certification prep. | Week 3: Shadowing schedule; reflective journaling. | Week 4: Evidence appraisal exercises (PICO). | Week 5: Patient communication role-plays. | Week 6: Clinical skills lab (vitals, history taking). | Week 7: Pharmacology flashcards; med safety checklist. | Week 8: Case studies; SOAP notes. | Week 9: Public health project; community outreach. | Week 10: Ethics scenarios; debriefs. | Week 11: Mock OSCE station practice. | Week 12: Personal statement and application plan."
Health Informatics Specialist,Healthcare & Medicine,"EMR, anatomy, clinical protocols, clinical skills, diagnosis, ethics, evidence-based, patient care, patient safety, public health, safety, treatment","Health Informatics Specialist focuses on EMR, anatomy, clinical protocols, clinical skills, diagnosis and delivers value through practical projects, collaboration, and measurable outcomes in the Healthcare & Medicine domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Clinical Reasoning, Communication, Teamwork, Documentation, Anatomy/Physiology, Pharmacology, Research Literacy","EMR/EHR, Medical Databases, Simulation Labs, Anki/Flashcards, PPE","Explore: Shadow professionals; confirm motivation and commitment. | Learn: Pre-med/health sciences coursework and certifications. | Practice: Clinical simulations and bedside manner. | Experience: Volunteer/intern in healthcare settings. | Specialize: Choose a track (surgery, pediatrics, dentistry, etc.). | Advance: Research, publish, and pursue residencies/fellowships.","Week 1: Anatomy review and medical terminology. | Week 2: Basic life support certification prep. | Week 3: Shadowing schedule; reflective journaling. | Week 4: Evidence appraisal exercises (PICO). | Week 5: Patient communication role-plays. | Week 6: Clinical skills lab (vitals, history taking). | Week 7: Pharmacology flashcards; med safety checklist. | Week 8: Case studies; SOAP notes. | Week 9: Public health project; community outreach. | Week 10: Ethics scenarios; debriefs. | Week 11: Mock OSCE station practice. | Week 12: Personal statement and application plan."
Nutritionist/Dietitian,Healthcare & Medicine,"EMR, anatomy, clinical protocols, clinical skills, diagnosis, ethics, evidence-based, patient care, patient safety, public health, safety, treatment","Nutritionist/Dietitian focuses on EMR, anatomy, clinical protocols, clinical skills, diagnosis and delivers value through practical projects, collaboration, and measurable outcomes in the Healthcare & Medicine domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Clinical Reasoning, Communication, Teamwork, Documentation, Anatomy/Physiology, Pharmacology, Research Literacy","EMR/EHR, Medical Databases, Simulation Labs, Anki/Flashcards, PPE","Explore: Shadow professionals; confirm motivation and commitment. | Learn: Pre-med/health sciences coursework and certifications. | Practice: Clinical simulations and bedside manner. | Experience: Volunteer/intern in healthcare settings. | Specialize: Choose a track (surgery, pediatrics, dentistry, etc.). | Advance: Research, publish, and pursue residencies/fellowships.","Week 1: Anatomy review and medical terminology. | Week 2: Basic life support certification prep. | Week 3: Shadowing schedule; reflective journaling. | Week 4: Evidence appraisal exercises (PICO). | Week 5: Patient communication role-plays. | Week 6: Clinical skills lab (vitals, history taking). | Week 7: Pharmacology flashcards; med safety checklist. | Week 8: Case studies; SOAP notes. | Week 9: Public health project; community outreach. | Week 10: Ethics scenarios; debriefs. | Week 11: Mock OSCE station practice. | Week 12: Personal statement and application plan."
Mechanical Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Mechanical Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Electrical Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Electrical Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Civil Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Civil Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Structural Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Structural Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Aerospace Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Aerospace Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Chemical Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Chemical Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Petroleum Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Petroleum Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Biomedical Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Biomedical Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Environmental Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Environmental Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Nuclear Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Nuclear Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Agricultural Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Agricultural Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Mechatronics Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Mechatronics Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Automotive Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Automotive Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
Marine Engineer,Trades & Operations,"APIs, CI/CD, SOPs, blueprints, costing, hands-on, logistics, maintenance, microservices, preventive maintenance, quality, safety, scheduling, tooling, workflow","Marine Engineer focuses on APIs, CI/CD, SOPs, blueprints, costing and delivers value through practical projects, collaboration, and measurable outcomes in the Trades & Operations domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Safety, Blueprint Reading, Tool Proficiency, QA/QC, Time Management, Customer Service","PPE, Power Tools, CMMS, CAD Basics, Measuring Instruments",Explore: Apprenticeships and certifications overview. | Learn: Safety-first and fundamentals for the trade. | Practice: Supervised tasks; hours logs. | Credential: Earn relevant licenses/certs. | Operate: Independent jobs and client management. | Advance: Lead crews or start a business.,Week 1: Safety training; OSHA basics. | Week 2: Tool identification & maintenance. | Week 3: Blueprint/schematic reading. | Week 4: Supervised task rotations. | Week 5: Quality checks & documentation. | Week 6: Customer communication scripts. | Week 7: Cost estimation exercises. | Week 8: Scheduling & logistics. | Week 9: Certification prep. | Week 10: Mock jobs; supervisor feedback. | Week 11: Portfolio of before/after work. | Week 12: Job search/business setup.
School Teacher,Education & Social,"assessment, communication, community, curriculum, edtech, equity, instructional design, learning science, mentorship, teaching","School Teacher focuses on assessment, communication, community, curriculum, edtech and delivers value through practical projects, collaboration, and measurable outcomes in the Education & Social domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Lesson Planning, Assessment, Differentiation, Facilitation, Feedback, Research","LMS, Slide Tools, Whiteboarding, Video Tools, Authoring Tools","Explore: Observe classes; reflect on pedagogy. | Learn: Training in curriculum and assessment. | Practice: Micro-teaching and feedback loops. | Design: Build units and materials. | Measure: Data-driven instruction. | Advance: Lead PD, research, or policy.",Week 1: Learning objectives & outcomes. | Week 2: Backward design planning. | Week 3: Assessment blueprint. | Week 4: Differentiation strategies. | Week 5: Classroom management. | Week 6: Micro-teaching with feedback. | Week 7: Technology integration. | Week 8: Data analysis of student work. | Week 9: Inclusive practices. | Week 10: Unit refinement. | Week 11: Portfolio assembly. | Week 12: Job applications & demo lesson.
